canonical_name,lat,lng,elevation_ft
St. Francis city,45.39403,-93.39412,895.0
Chesterfield city,38.65813,-90.57595,466.5
Lee's Summit city,38.9216,-94.38476,1017.7
Hattiesburg city,31.3073,-89.31743,204.3
Laurel city,31.69508,-89.14495,280.7
Billings city,45.78854,-108.55248,3215.6
Davidson town,35.48066,-80.82091,725.9
Holly Springs town,35.65328,-78.84076,436.2
Lewisville town,36.10519,-80.42455,898.3
Winston-Salem city,36.10286,-80.26083,794.1
Rolla city,48.84362,-99.60935,1797.8
Dover city,43.18636,-70.88362,109.6
Berlin borough,39.79206,-74.93699,144.9
Boonton town,40.90382,-74.40637,402.8
Clifton city,40.86214,-74.16039,156.4
Fair Haven borough,40.36194,-74.03878,15.5
Jersey City city,40.71142,-74.06476,23.2
Rutgers University-Livingston Campus CDP,40.51772,-74.44477,98.2
Madison borough,40.75804,-74.41781,270.7
Morganville CDP,40.37605,-74.23261,262.8
Princeton,40.35824,-74.66673,140.4
Rumson borough,40.36207,-74.00451,24.0
Spring Lake borough,40.15376,-74.02685,19.4
Voorhees CDP,40.48218,-74.49251,123.7
West Long Branch borough,40.2879,-74.02002,15.7
Las Cruces city,32.32644,-106.78969,3900.4
Roswell city,33.37344,-104.52939,3616.2
Carson City,39.15306,-119.74737,4651.9
Gardnerville CDP,38.939,-119.73688,4771.9
Glens Falls city,43.31116,-73.64529,345.1
Huntington Station CDP,40.84449,-73.40481,174.5
Lewiston village,43.17193,-79.04067,369.0
Massapequa Park village,40.68091,-73.44969,25.3
Northport village,40.90405,-73.34497,154.3
Nyack village,41.09295,-73.91524,24.8
Port Jervis city,41.37802,-74.6908,471.1
Poughkeepsie city,41.69459,-73.91987,208.5
Rockville Centre village,40.66402,-73.63805,34.7
Rome city,43.226,-75.48952,451.7
Saranac Lake village,44.32594,-74.13093,1543.9
New York City (Staten Island),40.5795,-74.1502,105.6
Syosset CDP,40.81568,-73.50203,199.7
West Nyack CDP,41.09114,-73.96883,58.3
Beavercreek city,39.73315,-84.05961,927.0
Blacklick Estates CDP,39.9046,-82.86638,751.0
Bowling Green city,41.37768,-83.64958,687.5
Canton city,40.80765,-81.36723,1068.7
Chagrin Falls village,41.43095,-81.38898,968.0
Fremont city,41.35302,-83.11559,580.4
Massillon city,40.78448,-81.52522,985.8
New Albany city,40.09,-82.77635,1098.2
North Canton city,40.87415,-81.39713,1131.3
Springfield city,39.92891,-83.79424,925.3
Tontogany village,41.42103,-83.74098,666.5
Upper Arlington city,40.02759,-83.07072,856.3
Olde West Chester CDP,39.33521,-84.40348,713.4
Norman city,35.24057,-97.3453,1134.8
Medford city,42.33689,-122.85177,1423.2
Allentown city,40.59365,-75.47839,294.6
Cochranville CDP,39.88861,-75.92981,586.2
Denver borough,40.23412,-76.14116,387.1
Greensburg city,40.31115,-79.54443,1149.7
Harrisburg city,40.27589,-76.88502,333.5
Honey Brook borough,40.09358,-75.91075,742.2
Lititz borough,40.154,-76.30431,380.6
Macungie borough,40.51591,-75.55408,388.7
Millersville borough,40.00532,-76.35176,330.5
Phoenixville borough,40.1352,-75.5227,110.5
Plymouth Meeting CDP,40.10973,-75.28037,173.2
Reading city,40.33922,-75.92628,269.9
Schwenksville borough,40.25786,-75.46572,217.8
Slippery Rock borough,41.06949,-80.05793,1289.6
Stevens CDP,40.21651,-76.16689,388.7
Topton borough,40.50337,-75.70254,490.4
York city,39.9648,-76.73184,366.9
Aiken city,33.53159,-81.72507,507.9
Beaufort city,32.45808,-80.72254,19.0
Irmo town,34.10212,-81.19585,357.5
Simpsonville city,34.72903,-82.25752,880.0
Sioux Falls city,43.5407,-96.73196,1474.9
Yankton city,42.88975,-97.39269,1248.7
Chattanooga city,35.06596,-85.24839,689.4
Clarksville city,36.56643,-87.34522,475.4
Memphis city,35.10903,-89.96746,310.0
Abilene city,32.45451,-99.73815,1716.4
Burleson city,32.51645,-97.32737,797.6
Conroe city,30.32872,-95.4846,226.6
Denton city,33.21745,-97.14135,660.8
Duncanville city,32.64595,-96.91387,710.0
Frisco city,33.15543,-96.8226,703.3
Humble city,29.98821,-95.26436,84.6
Irving city,32.85775,-96.97002,558.7
Katy city,29.79091,-95.84071,142.7
Killeen city,31.07767,-97.73195,881.6
Mansfield city,32.56919,-97.12053,592.6
Missouri City city,29.56294,-95.536,63.9
Port Arthur city,29.90001,-93.89442,2.2
Richardson city,32.97229,-96.70807,636.7
Tomball city,30.09508,-95.61968,186.0
Waco city,31.55799,-97.18975,544.7
Weatherford city,32.75319,-97.77194,1000.7
Wylie city,33.03583,-96.52019,512.9
Alpine city,40.46295,-111.77244,5048.2
American Fork city,40.37788,-111.79507,4612.5
Herndon town,38.97041,-77.38707,353.9
Manassas city,38.74681,-77.48263,277.6
Palmyra CDP,37.86637,-78.25759,321.4
Reston CDP,38.94976,-77.34624,384.3
Winchester city,39.17387,-78.17636,755.5
Burlington city,44.49193,-73.23888,103.9
Morrisville village,44.55723,-72.58997,753.1
Putney CDP,42.97132,-72.5277,588.6
Rutland city,43.60967,-72.97779,561.1
Westford CDP,44.60332,-73.01599,528.1
Bellevue city,47.59784,-122.15648,300.7
Burien city,47.47561,-122.34466,392.9
Everett city,47.96541,-122.1899,8.9
Issaquah city,47.54449,-122.04909,60.7
Kent city,47.38797,-122.21273,392.8
Kirkland city,47.69666,-122.20417,32.2
Lake Stevens city,48.00341,-122.09683,223.8
Sammamish city,47.59427,-122.03808,491.4
Spokane Valley city,47.66335,-117.23278,2046.2
University Place city,47.21537,-122.54726,418.8
Wenatchee city,47.43599,-120.32927,713.7
Woodinville city,47.75769,-122.14679,209.2
East Troy village,42.78518,-88.39557,830.1
Fond du Lac city,43.77218,-88.44026,763.7
Hartland village,43.10235,-88.33559,940.5
Kenosha city,42.58753,-87.88,724.9
Kewaunee city,44.46357,-87.5217,708.7
Medford city,45.13563,-90.34247,1452.3
Oshkosh city,44.02317,-88.56226,755.5
Stevens Point city,44.5253,-89.55038,1095.6
Verona city,42.99006,-89.53887,1005.4
Wausau city,44.96177,-89.64654,1330.2
Alta CDP,43.77362,-111.03126,6447.3
Homer city,59.6475,-151.51309,49.9
Kenai city,60.56224,-151.20806,87.4
Kotzebue city,66.87709,-162.50348,79.4
Seward city,60.12479,-149.39158,10.1
Wasilla city,61.58114,-149.46079,347.5
Anniston city,33.67347,-85.81089,1002.0
Auburn city,32.60781,-85.49475,670.9
Eclectic town,32.64022,-86.04106,544.0
Gadsden city,34.0066,-86.01608,562.6
Homewood city,33.45855,-86.80965,768.4
Lanett city,32.85865,-85.20779,586.9
Madison city,34.71053,-86.76228,691.3
Opelika city,32.66074,-85.37889,751.1
Phenix City city,32.45371,-85.03102,340.3
Prattville city,32.44904,-86.4494,325.3
Riverside city,33.61639,-86.20436,507.8
Trussville city,33.65523,-86.56324,913.5
Cabot city,34.97511,-92.02829,298.8
Mayflower city,34.9662,-92.42673,303.7
North Little Rock city,34.78175,-92.23506,316.7
Oakland CDP,36.46042,-92.57177,1045.6
Russellville city,35.27633,-93.13874,373.0
Searcy city,35.24113,-91.73522,233.1
Wooster town,35.19992,-92.4502,294.2
Fountain Hills town,33.6078,-111.7384,1817.4
Maricopa city,33.04194,-111.99926,1195.4
Peoria city,33.78619,-112.30804,1805.3
Prescott city,34.59224,-112.44673,5312.9
Prescott Valley town,34.59793,-112.3185,5054.3
Snowflake town,34.52146,-110.09118,5662.7
Surprise city,33.6708,-112.45255,1362.9
Albany city,37.89065,-122.31812,21.2
Alhambra city,34.08357,-118.13644,460.6
Aliso Viejo city,33.57921,-117.7289,480.6
Anderson city,40.44976,-122.29507,427.0
Antelope CDP,38.71533,-121.36096,125.0
Antioch city,37.97834,-121.79606,218.1
Arroyo Grande city,35.12415,-120.58453,224.4
Auburn city,38.89507,-121.07674,1213.0
Barstow city,34.86699,-117.04304,2652.9
Bellflower city,33.88782,-118.12725,74.7
Belmont city,37.5144,-122.29448,194.7
Berkeley city,37.86567,-122.29873,28.0
Big Bear Lake city,34.24289,-116.89389,6831.3
Boulder Creek CDP,37.1341,-122.12721,497.4
Brea city,33.92518,-117.86511,547.3
Brentwood city,37.93558,-121.71897,87.7
Brisbane city,37.67575,-122.3833,16.9
Buena Park city,33.85735,-118.00737,72.0
Burbank city,34.19008,-118.3264,614.6
Castaic CDP,34.47744,-118.63268,1541.6
Castro Valley CDP,37.70828,-122.06277,372.1
Ceres city,37.59879,-120.96808,90.6
Chico city,39.75895,-121.81772,240.1
China Lake Acres CDP,35.64002,-117.76646,2433.8
Chino city,33.97804,-117.65772,616.3
Coachella city,33.69038,-116.14313,-66.8
Colton city,34.05452,-117.32503,934.9
Compton city,33.89405,-118.22747,70.0
Coto de Caza CDP,33.59704,-117.58648,676.5
Coto de Caza CDP,33.59704,-117.58648,676.5
Culver City city,34.00582,-118.39678,49.7
Cupertino city,37.3194,-122.04496,299.6
Dana Point city,33.47545,-117.69309,314.9
Del Mar city,32.96395,-117.2598,302.8
Delano city,35.76643,-119.26422,292.2
Desert Hot Springs city,33.95759,-116.54228,1133.0
East Los Angeles CDP,34.03151,-118.16857,285.5
East Palo Alto city,37.46778,-122.13255,10.9
El Cerrito city,37.91957,-122.30252,196.8
El Dorado Hills CDP,38.67608,-121.0477,1132.3
Escondido city,33.13305,-117.07404,670.2
Fairfield city,38.26206,-122.03239,36.0
Garden Grove city,33.77878,-117.96047,82.5
Gilroy city,37.00641,-121.58532,213.0
Glendale city,34.18139,-118.24583,1340.3
Goleta city,34.43544,-119.85895,37.9
Granite Bay CDP,38.76044,-121.1682,400.1
Grass Valley city,39.22031,-121.05265,2449.0
Groveland CDP,37.83197,-120.24158,3185.3
Hesperia city,34.39704,-117.3152,3352.4
Kentfield CDP,37.93587,-122.559,378.2
La Puente city,34.03233,-117.95352,326.7
Laguna Niguel city,33.52865,-117.70125,521.5
Lakewood city,33.84714,-118.12189,51.0
Lancaster city,34.69356,-118.1753,2328.9
Lemon Grove city,32.73307,-117.03441,412.9
Los Altos city,37.36843,-122.09657,166.3
Menifee city,33.68986,-117.18438,1421.2
Miranda CDP,40.22869,-123.81758,835.5
Monrovia city,34.16398,-117.98465,1019.2
Monte Sereno city,37.24041,-121.98824,500.8
Mount Shasta city,41.32088,-122.31548,3616.5
Napa city,38.29787,-122.30074,48.9
National City city,32.66586,-117.09736,57.0
Nevada City city,39.25961,-121.03333,2391.4
Newark city,37.50425,-122.03191,5.9
Norco city,33.92552,-117.55196,625.7
North Tustin CDP,33.76354,-117.79472,242.6
Ontario city,34.03765,-117.60443,851.0
Palm Desert city,33.73763,-116.36414,176.5
Palm Springs city,33.80336,-116.53828,432.2
Palos Verdes Estates city,33.77427,-118.42575,143.9
Palos Verdes Estates city,33.77427,-118.42575,143.9
Patterson city,37.47588,-121.15388,115.9
Perris city,33.78985,-117.22217,1431.6
Petaluma city,38.24225,-122.62877,17.7
Phelan CDP,34.43982,-117.52483,3808.4
Placerville city,38.73112,-120.79768,1952.6
Ramona CDP,33.04581,-116.87755,1444.1
Rancho Mirage city,33.76384,-116.43039,240.7
Red Bluff city,40.17352,-122.24152,304.9
Redding city,40.57028,-122.36677,530.4
Rolling Hills Estates city,33.77844,-118.32743,378.4
Rossmoor CDP,33.78869,-118.08033,15.0
Salinas city,36.69022,-121.63379,61.8
San Anselmo town,37.98212,-122.56992,83.2
San Bernardino city,34.14114,-117.29463,1198.9
San Dimas city,34.10796,-117.80853,956.1
San Marino city,34.12267,-118.11291,559.7
San Rafael city,37.981,-122.50693,259.3
Santa Fe Springs city,33.93357,-118.06261,150.2
Santa Rosa Valley CDP,34.2459,-118.90178,436.1
Santee city,32.85499,-116.98606,468.2
Scotts Valley city,37.0555,-122.01177,575.9
Signal Hill city,33.80346,-118.16974,170.6
Solvang city,34.59376,-120.13968,483.0
Somis CDP,34.26526,-118.99841,343.9
South San Francisco city,37.6551,-122.37623,12.0
Stevenson Ranch CDP,34.38772,-118.58436,1577.2
Strawberry CDP,37.89125,-122.50917,217.0
Suisun City city,38.24833,-122.01007,19.5
Sutter CDP,39.1556,-121.74926,63.3
Topanga CDP,34.09678,-118.60602,1060.3
Trabuco Canyon CDP,33.67823,-117.59401,1422.1
Vallejo city,38.10691,-122.26234,91.2
Valley Center CDP,33.23299,-117.01576,1436.5
West Hollywood city,34.08827,-118.37183,231.3
Westlake Village city,34.13667,-118.81737,993.8
Windsor town,38.5421,-122.80861,109.3
Woodland city,38.67116,-121.75004,42.3
Wrightwood CDP,34.34599,-117.62758,6736.1
Yuba City city,39.12984,-121.64155,55.3
Yucaipa city,34.03358,-117.0429,2625.5
Brighton city,39.9657,-104.79417,5032.0
Buena Vista town,38.83199,-106.13866,7987.7
Carbondale town,39.39556,-107.21502,6202.2
Copper Mountain CDP,39.47689,-106.20111,11364.8
Delta city,38.75737,-108.08799,4918.3
El Jebel CDP,39.40699,-107.09422,6800.8
Fairplay town,39.22433,-105.9984,9932.5
Fowler town,38.13062,-104.0261,4338.7
Frederick town,40.10591,-104.9745,4949.0
Lafayette city,39.99481,-105.09968,5266.5
Leadville city,39.24728,-106.29346,10117.0
Lyons town,40.22305,-105.26866,5343.4
New Castle town,39.57764,-107.52645,5824.7
Norwood town,38.1284,-108.29225,7018.7
Oak Creek town,40.27402,-106.95764,7438.5
Paonia town,38.8698,-107.59208,5675.7
Pueblo city,38.26923,-104.61082,4663.7
Sedalia CDP,39.4397,-104.96991,5822.3
Thornton city,39.92043,-104.94141,5194.8
Windsor town,40.47827,-104.91505,4800.6
Ansonia city,41.34425,-73.06982,90.7
Bethlehem Village CDP,41.64396,-73.20279,942.9
Cheshire Village CDP,41.50409,-72.89687,197.7
Dayville CDP,41.84422,-71.88239,253.1
Guilford Center CDP,41.28051,-72.67622,10.0
Manchester CDP,41.77963,-72.52016,225.8
North Haven CDP,41.38146,-72.85637,37.9
Orange CDP,41.28495,-73.02464,183.2
Stamford city,41.07961,-73.54608,146.7
Torrington city,41.8342,-73.13147,1097.3
Weston CDP,41.20324,-73.37878,331.1
Wilton Center CDP,41.19128,-73.42616,196.0
Windsor Locks CDP,41.92779,-72.65162,145.2
"Washington, D.C.",38.9072,-77.0369,72.2
Delmar town,38.47247,-75.54386,48.0
Lewes city,38.77864,-75.14369,4.5
Middletown town,39.44339,-75.7175,59.1
Rehoboth Beach city,38.71745,-75.08061,18.9
Alva CDP,26.72149,-81.62428,9.8
Anna Maria city,27.52983,-82.73372,3.0
Apollo Beach CDP,27.76302,-82.40331,3.7
Atlantic Beach city,30.33955,-81.39667,19.3
Auburndale city,28.11,-81.79732,158.3
Bagdad CDP,30.58417,-87.04489,64.6
Belleair Beach city,27.93124,-82.83657,4.4
Belleair Bluffs city,27.91962,-82.81975,46.4
Brandon CDP,27.93598,-82.29926,38.7
Cape Coral city,26.64319,-81.99736,12.1
Chuluota CDP,28.64029,-81.1184,52.1
Clermont city,28.53329,-81.72024,97.6
Cocoa city,28.37664,-80.76331,23.2
Cocoa Beach city,28.32914,-80.62754,-1.1
Crestview city,30.74793,-86.57927,183.3
Dunnellon city,29.05961,-82.42538,40.7
Eagle Lake city,27.97427,-81.75539,152.5
Ellenton CDP,27.52658,-82.52668,13.7
Estero village,26.42559,-81.79954,17.0
Eustis city,28.85717,-81.67682,75.0
Fellsmere city,27.72119,-80.60994,23.5
Fernandina Beach city,30.65813,-81.45152,21.9
Fort Myers city,26.62007,-81.82955,15.6
Fort Pierce city,27.42611,-80.34249,19.7
Green Cove Springs city,29.98531,-81.68098,0.9
Groveland city,28.61022,-81.82709,113.4
Homestead city,25.46633,-80.44305,6.6
Homosassa CDP,28.78487,-82.6076,4.8
Hudson CDP,28.35923,-82.68966,10.9
Indian Harbour Beach city,28.15747,-80.60015,-1.6
Inverness city,28.84221,-82.34229,71.2
"Islamorada, Village of Islands village",24.98435,-80.5433,5.3
Lake Butler CDP,28.48285,-81.53866,106.0
Lake Panasoffkee CDP,28.78429,-82.12307,48.2
Lake Wales city,27.9207,-81.5995,132.6
Lauderdale-by-the-Sea town,26.19134,-80.09946,4.5
Leesburg city,28.71721,-81.90309,90.6
Lynn Haven city,30.23357,-85.63692,18.7
Melbourne Beach town,28.06687,-80.5596,12.3
Merritt Island CDP,28.30924,-80.67596,1.4
Miami Beach city,25.8106,-80.14885,0.0
Miami Gardens city,25.94889,-80.24358,5.7
Miami Lakes town,25.91274,-80.32042,5.9
North Palm Beach village,26.8203,-80.05691,6.6
Odessa CDP,28.18233,-82.55042,55.1
Orange Park town,30.17085,-81.70467,23.4
Ormond Beach city,29.29328,-81.10145,19.2
Osprey CDP,27.19039,-82.47571,14.5
Palm Harbor CDP,28.08477,-82.75757,55.0
Panama City city,30.16627,-85.67019,24.7
Parkland city,26.32136,-80.2543,11.4
Pensacola city,30.44099,-87.19124,36.3
Plant City city,28.01535,-82.11781,117.9
Rockledge city,28.32136,-80.73782,24.6
Spring Hill CDP,28.47921,-82.52966,46.1
St. Augustine Beach city,29.84156,-81.27097,9.6
Stuart city,27.19527,-80.24411,9.2
Tequesta village,26.96487,-80.11324,9.8
West Palm Beach city,26.74511,-80.12704,15.0
Winter Haven city,28.04584,-81.73274,166.3
Acworth city,34.06199,-84.68112,883.7
Albany city,31.57812,-84.17622,209.7
Alma city,31.54333,-82.47558,202.1
Buford city,34.11856,-83.98861,1063.9
Cairo city,30.87923,-84.20551,238.4
Cartersville city,34.16458,-84.8017,757.2
Clarkesville city,34.60929,-83.52747,1393.5
Conyers city,33.65747,-83.98381,841.7
Covington city,33.60544,-83.84663,779.3
Cumming city,34.20607,-84.13385,1255.3
Dunwoody city,33.94139,-84.3127,994.3
Eatonton city,33.32582,-83.38886,577.4
Glennville city,31.9388,-81.93242,173.5
Griffin city,33.24319,-84.27186,952.9
Hampton city,33.3777,-84.29897,866.8
Jasper city,34.4662,-84.43586,1385.0
Johns Creek city,34.03274,-84.20385,954.3
Macon-Bibb County,32.80884,-83.69419,372.4
Monroe city,33.79748,-83.71873,891.1
Norman Park city,31.26902,-83.68453,331.4
Rome city,34.26613,-85.18605,605.5
Sandersville city,32.98209,-82.80969,454.3
Savannah city,32.01804,-81.19649,5.6
Snellville city,33.86022,-84.00629,999.9
Stockbridge city,33.53002,-84.23427,739.3
Summerville city,34.47875,-85.34907,644.4
Valdosta city,30.85013,-83.27883,198.1
Vidalia city,32.21208,-82.40219,295.8
Williamson city,33.17827,-84.35757,878.7
Aiea CDP,21.38526,-157.92475,228.2
Haiku-Pauwela CDP,20.92087,-156.30187,498.8
Hauula CDP,21.61205,-157.91089,5.8
Hauula CDP,21.61205,-157.91089,5.8
Kahuku CDP,21.67894,-157.94316,23.3
Kaneohe CDP,21.40933,-157.78965,11.9
Kapolei CDP,21.33993,-158.06783,82.8
Kihei CDP,20.76609,-156.43521,213.2
Makawao CDP,20.84804,-156.31903,1627.3
Nanakuli CDP,21.38985,-158.15497,10.5
Pahala CDP,19.19919,-155.47728,847.8
Wahiawa CDP,21.50067,-158.01796,965.3
Waikele CDP,21.40255,-158.00583,204.4
Waipahu CDP,21.38494,-158.01099,13.8
Ames city,42.02633,-93.62126,928.0
Coralville city,41.69879,-91.5968,753.0
Council Bluffs city,41.23599,-95.85316,977.3
Dubuque city,42.4989,-90.70726,800.4
Fairbank city,42.64014,-92.04779,983.6
Grimes city,41.67785,-93.80231,992.7
Grinnell city,41.73524,-92.7249,1003.1
North Liberty city,41.74362,-91.61123,779.2
Pleasant Hill city,41.59911,-93.50505,871.8
Sioux City city,42.49529,-96.38986,1108.5
Swisher city,41.84458,-91.69465,777.6
Waterloo city,42.49233,-92.35195,883.6
West Des Moines city,41.54994,-93.78135,933.7
West Point city,40.71454,-91.45283,775.6
Woodbine city,41.73634,-95.71106,1102.3
Caldwell city,43.64588,-116.65934,2398.0
Eagle city,43.69342,-116.34599,2560.9
Hailey city,43.51267,-114.2995,5316.4
McCammon city,42.64824,-112.18939,4762.2
Meridian city,43.61149,-116.40066,2592.8
Rathdrum city,47.79404,-116.89293,2213.2
Rexburg city,43.82289,-111.79099,4863.1
Rigby city,43.67359,-111.91353,4855.2
Sandpoint city,48.28169,-116.56001,2111.9
Twin Falls city,42.56467,-114.46061,3730.0
Algonquin village,42.15947,-88.32187,907.5
Arlington Heights village,42.09736,-87.98167,710.1
Belleville city,38.51597,-89.98978,488.2
Bellwood village,41.8829,-87.87617,632.8
Bloomington city,40.47578,-88.96991,841.5
Boody CDP,39.76438,-89.04667,687.9
Campton Hills village,41.95024,-88.41705,841.1
Carlinville city,39.27748,-89.87613,620.4
Cary village,42.21214,-88.24963,819.6
Chatham village,39.67453,-89.6933,597.7
Chicago Heights city,41.51069,-87.63467,652.8
Clarendon Hills village,41.79845,-87.95724,741.6
Crete village,41.44052,-87.62447,735.7
Decatur city,39.85598,-88.93375,675.6
East Alton village,38.88412,-90.10794,440.6
East St. Louis city,38.61636,-90.13053,414.0
Evergreen Park village,41.72127,-87.70133,623.7
Fox River Grove village,42.19549,-88.21481,769.5
Freeport city,42.28901,-89.63426,782.2
Geneva city,41.88211,-88.32946,741.9
Germantown Hills village,40.77063,-89.4689,756.5
Glencoe village,42.13449,-87.76318,669.8
Gurnee village,42.37009,-87.93681,711.0
Itasca village,41.97662,-88.01878,693.2
Joliet city,41.5177,-88.14885,608.4
La Grange village,41.80721,-87.87415,648.3
Lake Bluff village,42.28269,-87.85231,693.0
Lake Villa village,42.41757,-88.08261,785.7
Lake Zurich village,42.19501,-88.08773,877.6
Lincolnwood village,42.00543,-87.73296,606.6
Marion city,37.73445,-88.94116,439.2
Mascoutah city,38.51812,-89.80004,432.1
McHenry city,42.3362,-88.29165,808.7
Mount Prospect village,42.0642,-87.93736,673.3
Nashville city,38.35362,-89.37799,472.7
Northfield village,42.10297,-87.77738,623.5
Northlake city,41.91432,-87.90549,646.6
Okawville village,38.43442,-89.54798,431.4
Palos Heights city,41.66344,-87.79604,626.3
Park Ridge city,42.01176,-87.84343,642.0
Richview village,38.37588,-89.18026,537.7
Riverwoods village,42.1729,-87.89486,682.2
Rolling Meadows city,42.07491,-88.02536,714.9
Roselle village,41.98025,-88.08591,784.8
Round Lake village,42.34318,-88.1021,766.9
Sauk Village village,41.49009,-87.57062,660.8
Savoy village,40.05913,-88.2545,741.8
Springfield city,39.79106,-89.64457,599.7
St. Charles city,41.91945,-88.31074,755.9
St. Joseph village,40.11471,-88.03562,674.4
East St. Louis city,38.61636,-90.13053,414.0
Swansea village,38.55178,-89.98751,574.7
Sycamore city,41.99673,-88.67764,835.6
Vernon Hills village,42.23441,-87.96106,684.7
Warren village,42.49483,-89.99123,981.2
Wauconda village,42.27701,-88.13527,808.6
Waukegan city,42.36945,-87.8709,715.8
Willowbrook village,41.76732,-87.94215,738.7
Wilmette village,42.07732,-87.72862,628.2
Wilmington village,39.48068,-90.48677,671.6
Winfield village,41.87844,-88.15303,742.1
Woodridge village,41.73739,-88.04413,755.6
Yorkville city,41.66174,-88.4286,643.9
Auburn city,41.36763,-85.05498,863.6
Chesterton town,41.59982,-87.055,645.3
Columbus city,39.20868,-85.91906,628.6
Crown Point city,41.40911,-87.34695,725.5
Decatur city,40.82885,-84.92781,801.3
Elwood city,40.27382,-85.83729,861.9
Fowler town,40.61723,-87.31793,821.3
Fremont town,41.72762,-84.93886,1055.0
Granger CDP,41.73773,-86.13438,799.7
Huntington city,40.88083,-85.5055,776.2
Jeffersonville city,38.33241,-85.69609,508.7
Kokomo city,40.46401,-86.12735,821.4
Lake Station city,41.57673,-87.25288,603.0
Linton city,39.03553,-87.15713,501.4
Michigan City city,41.70878,-86.86687,623.4
Middlebury CDP,39.26489,-87.11931,666.0
Mishawaka city,41.67661,-86.16536,736.6
Muncie city,40.19883,-85.39506,933.0
Princeton city,38.35447,-87.57951,462.6
Terre Haute city,39.46415,-87.37604,505.8
Valparaiso city,41.47981,-87.05227,795.2
Walkerton town,41.46566,-86.48249,724.1
West Lafayette city,40.44371,-86.92362,710.1
Belleville city,39.82434,-97.63385,1546.4
Derby city,37.55956,-97.25579,1302.5
Gardner city,38.81147,-94.92923,1065.1
Lawrence city,38.96003,-95.26293,992.7
Leavenworth city,39.32272,-94.92501,824.1
Lenexa city,38.96527,-94.80394,917.0
McPherson city,38.36988,-97.66452,1494.7
Olathe city,38.88203,-94.82005,1038.4
Paola city,38.57893,-94.8604,913.5
Piedmont CDP,37.61529,-96.37928,1369.9
Scott City city,38.47887,-100.90305,2969.3
Sterling city,38.20929,-98.20646,1640.2
Wellington city,37.27811,-97.40667,1235.2
Crofton city,37.04793,-87.4835,590.1
Fort Mitchell city,39.04555,-84.55615,842.3
Fort Mitchell city,39.04555,-84.55615,842.3
Georgetown city,38.26018,-84.53492,918.8
Grayson city,38.33389,-82.93581,577.2
Madisonville city,37.34104,-87.50347,486.6
Owenton city,38.53903,-84.83922,954.3
Prospect city,38.34689,-85.60887,500.5
Shelbyville city,38.2068,-85.23062,767.8
Walton city,38.86243,-84.61504,870.4
Bossier City city,32.52367,-93.65543,157.1
Grand Coteau town,30.42024,-92.04379,54.7
Delcambre town,29.95105,-91.99171,6.5
Lafayette city,30.2056,-92.02806,24.5
Morgan City city,29.71033,-91.19154,-2.7
Napoleonville village,29.93827,-91.02636,14.7
New Iberia city,30.00549,-91.82031,18.2
Prairieville CDP,30.31353,-90.95811,19.7
West Monroe city,32.51234,-92.15107,78.0
Arlington CDP,42.41872,-71.16391,68.6
New Bedford city,41.6613,-70.93791,64.4
Belmont CDP,42.39532,-71.18028,117.5
Brockton city,42.08254,-71.02464,114.3
Brookline CDP,42.32385,-71.142,196.6
Burlington CDP,42.50323,-71.20171,174.9
Danvers CDP,42.57417,-70.95052,48.0
Dover CDP,42.24667,-71.26807,149.1
Duxbury CDP,42.04435,-70.67924,2.5
East Falmouth CDP,41.56825,-70.55744,25.8
Easthampton Town city,42.26543,-72.67081,165.3
Forestdale CDP,41.68349,-70.51079,137.2
Foxborough CDP,42.06402,-71.2484,282.3
Framingham city,42.3079,-71.4362,156.6
Franklin Town city,42.08486,-71.41057,242.6
Hopkinton CDP,42.22556,-71.5241,479.6
Hudson CDP,42.39209,-71.56495,209.3
South Lancaster CDP,42.43702,-71.69709,299.3
Leominster city,42.52088,-71.77061,459.2
Littleton Common CDP,42.53448,-71.47213,352.9
Lowell city,42.639,-71.32102,93.0
Lynn city,42.47477,-70.96204,139.3
Marion Center CDP,41.69661,-70.7555,8.6
Marlborough city,42.34962,-71.54721,444.2
Marshfield CDP,42.10223,-70.6894,6.6
Melrose city,42.45572,-71.05902,79.5
Millis-Clicquot CDP,42.16682,-71.34923,179.5
Needham CDP,42.28159,-71.24241,140.3
Norton Center CDP,41.97446,-71.18855,97.3
Orange CDP,42.60544,-72.29207,737.0
Peabody city,42.53431,-70.96944,159.0
North Pembroke CDP,42.09774,-70.78327,15.0
Raynham Center CDP,41.93048,-71.04621,40.5
Saugus CDP,42.46843,-71.01395,55.6
Sharon CDP,42.11752,-71.18603,231.4
Somerville city,42.39044,-71.10103,61.1
Stoneham CDP,42.47421,-71.09767,157.1
Taunton city,41.90332,-71.09499,30.5
Wakefield CDP,42.50436,-71.06406,70.7
Walpole CDP,42.13386,-71.2403,217.7
Watertown Town city,42.36945,-71.17793,31.1
Westborough CDP,42.26744,-71.61749,308.9
Westfield city,42.13884,-72.75591,206.7
Wilmington CDP,42.56465,-71.16452,82.6
Woburn city,42.4887,-71.15438,105.3
Adamstown CDP,39.307,-77.4693,311.7
Arnold CDP,39.04323,-76.50499,61.8
Bowie city,38.9547,-76.73883,159.4
Columbia CDP,39.20115,-76.85905,304.7
Fort Washington CDP,38.73187,-77.00866,61.2
Fulton CDP,39.15311,-76.91163,436.3
Glenarden city,38.92929,-76.85769,122.7
Hagerstown city,39.64018,-77.72269,545.8
