city,state,lat,lng,canonical_name,strategy,n_athletes
Hatfield,PA,40.2771,-75.29887,Hatfield borough,direct,1
Haverford,PA,40.00926,-75.30738,Haverford College CDP,state-starts,1
Hollidaysburg,PA,40.4311,-78.39296,Hollidaysburg borough,direct,1
Hopewell Township,PA,40.13516,-78.26568,Hopewell borough,suffix-strip,1
Irwin,PA,40.32506,-79.69976,Irwin borough,direct,1
Johnstown,PA,40.32613,-78.91914,Johnstown city,direct,1
Kennett Square,PA,39.84384,-75.7113,Kennett Square borough,direct,1
Kingston,PA,41.26475,-75.88657,Kingston borough,direct,1
Kittanning,PA,40.8287,-79.51869,Kittanning borough,direct,1
Kutztown,PA,40.52131,-75.77729,Kutztown borough,direct,1
Larksville,PA,41.26401,-75.9309,Larksville borough,direct,1
Latrobe,PA,40.31243,-79.3826,Latrobe borough,direct,1
Lebanon,PA,40.34119,-76.42274,Lebanon city,direct,1
Lewisburg,PA,40.96413,-76.88996,Lewisburg borough,direct,1
Lewistown,PA,40.59723,-77.57152,Lewistown borough,direct,1
Lincoln University,PA,39.80647,-75.92791,Lincoln University CDP,direct,1
Meadville,PA,41.64788,-80.14744,Meadville city,direct,1
Mechanicsburg,PA,40.2114,-77.00593,Mechanicsburg borough,direct,1
Mohnton,PA,40.28746,-75.9869,Mohnton borough,direct,1
Moosic,PA,41.35604,-75.7047,Moosic borough,direct,1
Myerstown,PA,40.37214,-76.30558,Myerstown borough,direct,1
New Kensington,PA,40.57248,-79.75305,New Kensington city,direct,1
Newtown,PA,40.22834,-74.93229,Newtown borough,direct,1
Northampton,PA,40.68824,-75.48745,Northampton borough,direct,1
Oley,PA,40.38982,-75.78721,Oley CDP,direct,1
Oxford,PA,39.78556,-75.97965,Oxford borough,direct,1
Parkesburg,PA,39.96005,-75.91616,Parkesburg borough,direct,1
Pennsburg,PA,40.39359,-75.49641,Pennsburg borough,direct,1
Pottstown,PA,40.25092,-75.64475,Pottstown borough,direct,1
Robesonia,PA,40.34862,-76.13856,Robesonia borough,direct,1
Saylorsburg,PA,40.89904,-75.31675,Saylorsburg CDP,direct,1
Seven Fields,PA,40.68673,-80.0639,Seven Fields borough,direct,1
Shavertown,PA,41.31876,-75.94044,Shavertown CDP,direct,1
Sinking Spring,PA,40.32469,-76.02253,Sinking Spring borough,direct,1
Souderton,PA,40.311,-75.32235,Souderton borough,direct,1
Spring Grove,PA,39.88085,-76.86401,Spring Grove borough,direct,1
Thompsontown,PA,40.5658,-77.23613,Thompsontown borough,direct,1
Uniontown,PA,39.8993,-79.72453,Uniontown city,direct,1
Villanova,PA,40.04053,-75.34101,Villanova CDP,direct,1
West Chester,PA,39.95988,-75.60542,West Chester borough,direct,1
West Grove,PA,39.82019,-75.82852,West Grove borough,direct,1
Cranston,RI,41.76973,-71.48505,Cranston city,direct,1
Hope,RI,41.51405,-71.72056,Hope Valley CDP,state-starts,1
Providence,RI,41.82306,-71.41878,Providence city,direct,1
Clemson,SC,34.68356,-82.81058,Clemson city,direct,1
Dillon,SC,34.42447,-79.36759,Dillon city,direct,1
Fort Mill,SC,35.006,-80.94,Fort Mill town,direct,1
Greenwood,SC,34.19541,-82.15367,Greenwood city,direct,1
Hemingway,SC,33.75332,-79.44626,Hemingway town,direct,1
Hilton Head,SC,32.19031,-80.73843,Hilton Head Island town,state-starts,1
Lake Wylie,SC,35.09854,-81.0722,Lake Wylie CDP,direct,1
Little Mountain,SC,34.1969,-81.41237,Little Mountain town,direct,1
Vance,SC,33.4364,-80.4202,Vance town,direct,1
Madison,SD,44.00622,-97.10848,Madison city,direct,1
Pine Ridge,SD,43.02692,-102.55235,Pine Ridge CDP,direct,1
Rapid City,SD,44.07107,-103.21792,Rapid City city,direct,1
Sturgis,SD,44.412,-103.50061,Sturgis city,direct,1
Arlington,TN,35.25252,-89.66115,Arlington town,direct,1
Bristol,TN,36.55855,-82.217,Bristol city,direct,1
Cleveland,TN,35.18004,-84.87129,Cleveland city,direct,1
Germantown,TN,35.08196,-89.78258,Germantown city,direct,1
Kingsport,TN,36.51937,-82.54339,Kingsport city,direct,1
La Vergne,TN,36.02224,-86.55938,La Vergne city,direct,1
Paris,TN,36.29274,-88.30806,Paris city,direct,1
Aledo,TX,32.69739,-97.60687,Aledo city,direct,1
Allen,TX,33.10974,-96.67303,Allen city,direct,1
Alvin,TX,29.42477,-95.22443,Alvin city,direct,1
Athens,TX,32.2026,-95.8308,Athens city,direct,1
Azle,TX,32.89555,-97.53923,Azle city,direct,1
Beaumont,TX,30.08491,-94.14533,Beaumont city,direct,1
Boerne,TX,29.78494,-98.72795,Boerne city,direct,1
Brownsville,TX,25.99569,-97.45085,Brownsville city,direct,1
Caldwell,TX,30.53127,-96.69889,Caldwell city,direct,1
Carrollton,TX,32.98939,-96.89994,Carrollton city,direct,1
Cedar Hill,TX,32.58433,-96.9589,Cedar Hill city,direct,1
Cedar Park,TX,30.51018,-97.81863,Cedar Park city,direct,1
Clarksville,TX,33.61096,-95.05632,Clarksville city,direct,1
College Station,TX,30.58516,-96.29636,College Station city,direct,1
Converse,TX,29.51249,-98.30463,Converse city,direct,1
Copperas Cove,TX,31.11958,-97.9144,Copperas Cove city,direct,1
Corsicana,TX,32.0824,-96.4667,Corsicana city,direct,1
Denver,TX,32.96787,-102.83222,Denver City town,suffix-add:city,1
Douglassville,TX,33.19165,-94.35194,Douglassville town,direct,1
Dublin,TX,32.08776,-98.33886,Dublin city,direct,1
El Lago,TX,29.57146,-95.04525,El Lago city,direct,1
Ennis,TX,32.32507,-96.6338,Ennis city,direct,1
Euless,TX,32.84937,-97.07859,Euless city,direct,1
Flower Mound,TX,33.03789,-97.11338,Flower Mound town,direct,1
Gail,TX,32.76731,-101.45583,Gail CDP,direct,1
Garland,TX,32.90983,-96.63033,Garland city,direct,1
Glenn Heights,TX,32.5513,-96.85439,Glenn Heights city,direct,1
Gonzales,TX,29.51255,-97.4472,Gonzales city,direct,1
Granbury,TX,32.43281,-97.77515,Granbury city,direct,1
Grapevine,TX,32.93497,-97.07591,Grapevine city,direct,1
Greenville,TX,33.11194,-96.11026,Greenville city,direct,1
Hallettsville,TX,29.4431,-96.94355,Hallettsville city,direct,1
Highland Village,TX,33.08975,-97.0615,Highland Village city,direct,1
Idalou,TX,33.6624,-101.6837,Idalou city,direct,1
Kemah,TX,29.52865,-95.02004,Kemah city,direct,1
Kerrville,TX,30.0377,-99.13242,Kerrville city,direct,1
League City,TX,29.49006,-95.10909,League City city,direct,1
Lexington,TX,30.41429,-97.00994,Lexington town,direct,1
Liberty Hill,TX,30.66338,-97.90551,Liberty Hill city,direct,1
Lovelady,TX,31.12817,-95.44588,Lovelady city,direct,1
Magnolia,TX,30.21303,-95.7426,Magnolia city,direct,1
Marshall,TX,32.53916,-94.35317,Marshall city,direct,1
McAllen,TX,26.22497,-98.24608,McAllen city,direct,1
Mineral Wells,TX,32.82348,-98.0788,Mineral Wells city,direct,1
Mission,TX,26.20406,-98.32522,Mission city,direct,1
Montgomery,TX,30.39315,-95.69415,Montgomery city,direct,1
Odem,TX,27.94624,-97.58752,Odem city,direct,1
Parker,TX,33.06306,-96.62524,Parker city,direct,1
Perryton,TX,36.39287,-100.79766,Perryton city,direct,1
Prosper,TX,33.24133,-96.81239,Prosper town,direct,1
Red Oak,TX,32.50955,-96.78398,Red Oak city,direct,1
Rockwall,TX,32.91806,-96.43805,Rockwall city,direct,1
Round Rock,TX,30.52677,-97.66008,Round Rock city,direct,1
Rowlett,TX,32.91593,-96.54859,Rowlett city,direct,1
Sachse,TX,32.96901,-96.57952,Sachse city,direct,1
San Benito,TX,26.1294,-97.64405,San Benito city,direct,1
Splendora,TX,30.22839,-95.16235,Splendora city,direct,1
Taylor,TX,30.57203,-97.43038,Taylor city,direct,1
Terrell,TX,32.73535,-96.28644,Terrell city,direct,1
Texarkana,TX,33.45114,-94.09009,Texarkana city,direct,1
Trophy Club,TX,32.99252,-97.17296,Trophy Club town,direct,1
Victoria,TX,28.82853,-96.98601,Victoria city,direct,1
Westlake,TX,32.98546,-97.20379,Westlake town,direct,1
Wichita Falls,TX,33.90665,-98.52585,Wichita Falls city,direct,1
Clearfield,UT,41.09701,-112.01792,Clearfield city,direct,1
Cottonwood Heights,UT,40.61368,-111.81455,Cottonwood Heights city,direct,1
Eagle Mountain,UT,40.31432,-112.01171,Eagle Mountain city,direct,1
Eden,UT,41.30616,-111.80378,Eden CDP,direct,1
Heber City,UT,40.54174,-111.38744,Heber city,direct,1
Kaysville,UT,41.02934,-111.94507,Kaysville city,direct,1
Kearns,UT,40.65194,-112.00939,Kearns metro township,state-starts,1
Layton,UT,41.07742,-111.96073,Layton city,direct,1
Logan,UT,41.74026,-111.84176,Logan city,direct,1
Midway,UT,40.5202,-111.47551,Midway city,direct,1
Murray,UT,40.65065,-111.88657,Murray city,direct,1
Ogden,UT,41.22839,-111.96815,Ogden city,direct,1
Panguitch,UT,37.82277,-112.43414,Panguitch city,direct,1
Sandy,UT,40.57171,-111.84987,Sandy city,direct,1
South Jordan,UT,40.55691,-111.97858,South Jordan city,direct,1
Springville,UT,40.16427,-111.61952,Springville city,direct,1
Sundance,UT,40.39272,-111.59088,Sundance CDP,direct,1
Syracuse,UT,41.08585,-112.06874,Syracuse city,direct,1
West Jordan,UT,40.60267,-112.00126,West Jordan city,direct,1
Woodland,UT,40.5838,-111.23576,Woodland CDP,direct,1
Appomattox,VA,37.35874,-78.82645,Appomattox town,direct,1
Boydton,VA,36.66606,-78.39073,Boydton town,direct,1
Chester,VA,37.35204,-77.4337,Chester CDP,direct,1
Crozet,VA,38.06492,-78.69696,Crozet CDP,direct,1
Dumfries,VA,38.56735,-77.32242,Dumfries town,direct,1
Glen Allen,VA,37.66587,-77.48435,Glen Allen CDP,direct,1
Gordonsville,VA,38.13555,-78.18741,Gordonsville town,direct,1
Hopewell,VA,37.29101,-77.29894,Hopewell city,direct,1
King George,VA,38.27944,-77.18431,King George CDP,direct,1
Lake Monticello,VA,37.91981,-78.33188,Lake Monticello CDP,direct,1
Lorton,VA,38.69872,-77.21665,Lorton CDP,direct,1
Lynchburg,VA,37.39902,-79.19546,Lynchburg city,direct,1
Middleburg,VA,38.97035,-77.74064,Middleburg town,direct,1
Newport News,VA,37.07614,-76.52198,Newport News city,direct,1
Nokesville,VA,38.69299,-77.57644,Nokesville CDP,direct,1
Portsmouth,VA,36.85934,-76.35697,Portsmouth city,direct,1
Powhatan,VA,37.54212,-77.92708,Powhatan CDP,direct,1
Purcellville,VA,39.1375,-77.71139,Purcellville town,direct,1
Ruckersville,VA,38.22805,-78.37748,Ruckersville CDP,direct,1
Rustburg,VA,37.27219,-79.1001,Rustburg CDP,direct,1
South Riding,VA,38.91166,-77.51328,South Riding CDP,direct,1
Stafford,VA,38.41492,-77.4157,Stafford Courthouse CDP,state-starts,1
Sterling,VA,39.00473,-77.40537,Sterling CDP,direct,1
Williamsburg,VA,37.26948,-76.70819,Williamsburg city,direct,1
Yorktown,VA,37.23401,-76.5182,Yorktown CDP,direct,1
East Montpelier,VT,44.26732,-72.49124,East Montpelier CDP,direct,1
Hinesburg,VT,44.33315,-73.10921,Hinesburg CDP,direct,1
Jericho,VT,44.50268,-72.99029,Jericho village,direct,1
Killington,VT,43.65055,-72.77842,Killington Village CDP,suffix-add:village,1
Manchester Center,VT,43.1884,-73.03518,Manchester Center CDP,direct,1
Milton,VT,44.63038,-73.12244,Milton CDP,direct,1
Montpelier,VT,44.26645,-72.57152,Montpelier city,direct,1
Shaftsbury,VT,42.9406,-73.19463,South Shaftsbury CDP,state-contains,1
Shelburne,VT,44.39045,-73.21799,Shelburne CDP,direct,1
South Burlington,VT,44.43647,-73.18262,South Burlington city,direct,1
Stowe,VT,44.46724,-72.68377,Stowe CDP,direct,1
Waitsfield,VT,44.18335,-72.83451,Waitsfield CDP,direct,1
Woodstock,VT,43.62344,-72.513,Woodstock village,direct,1
Acme,WA,48.71643,-122.20996,Acme CDP,direct,1
Arlington,WA,48.17037,-122.14455,Arlington city,direct,1
Battle Ground,WA,45.77683,-122.54097,Battle Ground city,direct,1
Bonney Lake,WA,47.1995,-122.16303,Bonney Lake city,direct,1
Bremerton,WA,47.53988,-122.71705,Bremerton city,direct,1
Burlington,WA,48.46636,-122.32888,Burlington city,direct,1
Cashmere,WA,47.51805,-120.46704,Cashmere city,direct,1
Cheney,WA,47.49113,-117.58155,Cheney city,direct,1
Cle Elum,WA,47.19464,-120.95284,Cle Elum city,direct,1
College Place,WA,46.04158,-118.38941,College Place city,direct,1
DuPont,WA,47.10735,-122.64758,DuPont city,direct,1
Edmonds,WA,47.8136,-122.35333,Edmonds city,direct,1
Enumclaw,WA,47.20218,-121.98898,Enumclaw city,direct,1
Ferndale,WA,48.85263,-122.58862,Ferndale city,direct,1
Lakewood,WA,47.16409,-122.52811,Lakewood city,direct,1
Maple Valley,WA,47.36715,-122.03481,Maple Valley city,direct,1
Mead,WA,47.77953,-117.34994,Mead CDP,direct,1
Monroe,WA,47.85979,-121.98401,Monroe city,direct,1
Moses Lake,WA,47.12785,-119.27638,Moses Lake city,direct,1
Olympia,WA,47.0406,-122.895,Olympia city,direct,1
Port Orchard,WA,47.53844,-122.63243,Port Orchard city,direct,1
Pullman,WA,46.73313,-117.16828,Pullman city,direct,1
Puyallup,WA,47.17905,-122.29152,Puyallup city,direct,1
Quincy,WA,47.2349,-119.8525,Quincy city,direct,1
Snohomish,WA,47.92887,-122.09268,Snohomish city,direct,1
Tekoa,WA,47.22473,-117.07306,Tekoa city,direct,1
Trout Lake,WA,45.99777,-121.52884,Trout Lake CDP,direct,1
Walla Walla,WA,46.06701,-118.33703,Walla Walla city,direct,1
Wapato,WA,46.44363,-120.42151,Wapato city,direct,1
Amery,WI,45.30459,-92.36336,Amery city,direct,1
Barron,WI,45.40219,-91.84435,Barron city,direct,1
Beaver Dam,WI,43.46811,-88.8309,Beaver Dam city,direct,1
Belleville,WI,42.86402,-89.53962,Belleville village,direct,1
Big Bend,WI,42.8839,-88.2036,Big Bend village,direct,1
Burlington,WI,42.67525,-88.27187,Burlington city,direct,1
Cedar Grove,WI,43.56825,-87.82297,Cedar Grove village,direct,1
Cedarburg,WI,43.29992,-87.98844,Cedarburg city,direct,1
Coleman,WI,45.067,-88.03566,Coleman village,direct,1
Columbus,WI,43.3368,-89.02999,Columbus city,direct,1
Cottage Grove,WI,43.09222,-89.20534,Cottage Grove village,direct,1
Dane,WI,43.2461,-89.49958,Dane village,direct,1
Darlington,WI,42.67656,-90.12006,Darlington city,direct,1
Deerfield,WI,43.04918,-89.07615,Deerfield village,direct,1
Dousman,WI,43.00938,-88.47557,Dousman village,direct,1
Edgerton,WI,42.83895,-89.06957,Edgerton city,direct,1
Elkhorn,WI,42.6716,-88.53626,Elkhorn city,direct,1
Endeavor,WI,43.71439,-89.46917,Endeavor village,direct,1
Evansville,WI,42.77807,-89.29598,Evansville city,direct,1
Florence,WI,45.92786,-88.23524,Florence CDP,direct,1
Franklin,WI,42.88388,-88.01155,Franklin city,direct,1
Germantown,WI,43.23453,-88.125,Germantown village,direct,1
Green Bay,WI,44.52154,-87.98657,Green Bay city,direct,1
Janesville,WI,42.6847,-89.01317,Janesville city,direct,1
Kaukauna,WI,44.27679,-88.26386,Kaukauna city,direct,1
Kewaskum,WI,43.51765,-88.23061,Kewaskum village,direct,1
Lac du Flambeau,WI,45.96228,-89.89687,Lac du Flambeau CDP,direct,1
Menomonee Falls,WI,43.15941,-88.12155,Menomonee Falls village,direct,1
Mequon,WI,43.21136,-88.01424,Mequon city,direct,1
Milton,WI,42.77468,-88.93999,Milton city,direct,1
Minocqua,WI,45.87921,-89.70362,Minocqua CDP,direct,1
Monona,WI,43.05387,-89.33351,Monona city,direct,1
Nashotah,WI,43.08881,-88.40796,Nashotah village,direct,1
Neenah,WI,44.16492,-88.47963,Neenah city,direct,1
Oconomowoc,WI,43.10043,-88.49269,Oconomowoc city,direct,1
Ogema,WI,45.45661,-90.30028,Ogema CDP,direct,1
Omro,WI,44.03897,-88.73699,Omro city,direct,1
Oregon,WI,42.92521,-89.38911,Oregon village,direct,1
Pardeeville,WI,43.53727,-89.30265,Pardeeville village,direct,1
Pewaukee,WI,43.06614,-88.24447,Pewaukee city,direct,1
Plover,WI,44.46202,-89.53797,Plover village,direct,1
Pulaski,WI,44.66821,-88.23428,Pulaski village,direct,1
Racine,WI,42.72557,-87.81422,Racine city,direct,1
Rice Lake,WI,45.48199,-91.74576,Rice Lake city,direct,1
Rio,WI,43.45216,-89.24159,Rio village,direct,1
River Falls,WI,44.8604,-92.62529,River Falls city,direct,1
St. Croix Falls,WI,45.41137,-92.62469,St. Croix Falls city,direct,1
Suamico,WI,44.62673,-88.03305,Suamico village,direct,1
Sun Prairie,WI,43.18262,-89.23782,Sun Prairie city,direct,1
Superior,WI,46.69212,-92.08036,Superior city,direct,1
Tomah,WI,43.98801,-90.50138,Tomah city,direct,1
Tomahawk,WI,45.47896,-89.71177,Tomahawk city,direct,1
Waterford,WI,42.7644,-88.21667,Waterford village,direct,1
Waukesha,WI,43.00908,-88.24506,Waukesha city,direct,1
Waunakee,WI,43.18286,-89.44529,Waunakee village,direct,1
Wauwatosa,WI,43.06316,-88.03558,Wauwatosa city,direct,1
West Allis,WI,43.00719,-88.02899,West Allis city,direct,1
Whitefish Bay,WI,43.11314,-87.90048,Whitefish Bay village,direct,1
Elkins,WV,38.92381,-79.85404,Elkins city,direct,1
Fairmont,WV,39.47688,-80.14909,Fairmont city,direct,1
Fayetteville,WV,38.06408,-81.10865,Fayetteville town,direct,1
Milton,WV,38.43801,-82.14599,Milton town,direct,1
Casper,WY,42.84212,-106.32128,Casper city,direct,1
Jackson,WY,43.47194,-110.77527,Jackson town,direct,1
